X,Y,building,name,tourism,addr:housenumber,addr:street,addr:postcode,addr:city,addr:country,website,phone,amenity,stars,ele,internet_access,wheelchair,email,operator,internet_access:fee,contact:phone,contact:email,fax,contact:website,rooms,building:levels,cuisine,contact:fax,smoking,wikidata,opening_hours,beds,addr:housename,roof:levels,toilets:wheelchair,roof:shape,addr:suburb,building:roof
7.01451679837039,46.3441002015489,yes,Alpine Classic,hotel,4,Route de la Cité,1854,Leysin,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.01988508427359,46.3535438945477,yes,Hôtel Fabiola,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.12286649928704,46.0253958997353,yes,Belvédère,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.1250195,46.0265302,yes,Alpina,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.15006646564127,46.0535002305446,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47923398309172,46.0240700974713,yes,Grand Hôtel Kurhaus,hotel,6,Route de la Forêt,,,,http://www.hotel-kurhaus.arolla.com/,,,,2070,,,,,,,,,,,,,,,,,,,,,,,
7.48242994940449,46.0232729256573,yes,Hôtel Mont-Collon,hotel,10,Route du Vallon,,,,http://www.hotelmontcollon.ch/,,,,1960,,,,,,,,,,,,,,,,,,,,,,,
7.48187971768669,46.0264573201689,yes,Hôtel du Glacier,hotel,6,Route de l'Evêque,,,,https://www.hotelduglacier.ch/,,restaurant,,,yes,,,,,,,,,,,regional,,,,,,,,,,,
7.72828359368242,46.0033106217953,yes,Silvana,hotel,265,Furi,3920,,,http://www.hotelsilvana.ch,+41 27 966 28 00,restaurant,,,,,info@hotelsilvana.ch,,,,,+41 27 966 28 05,,,,regional,,,,,,,,,,,
7.05573502874345,46.0875272762932,yes,Porte d'Octodure,hotel,5,Route du Grand-St-Bernard,1921,Martigny-Croix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.05623710367941,46.0881060001178,yes,Le Transalpin,hotel,14,Route du Grand-St-Bernard,1921,Martigny-Croix,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.06517240340038,46.0925673100687,yes,L'Olivier,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.04364005,46.1308967,yes,Hôtel Restaurant du Pont du Trient,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.08356565429342,46.107752957224,yes,Martigny Boutique-Hôtel,hotel,7,Rue des Vorziers,1920,Martigny,,,,,,,,,,,,,,,,,7,,,outside,,,,,,,,,
7.08461588720595,46.1093887526641,hotel,Hôtel du Parc (Vatel),hotel,19,,,,,,,,,,,yes,,,,,,,,,5,,,,,,,,0,yes,,,
7.11674994025883,46.1395005221324,yes,Hôtel de Fully,hotel,16,Rue de l'Eglise,1926,Fully,,http://hotel-de-fully.ch/,+41 27 746 13 59,,3,,,yes,hotel.fully@bluewin.ch,,,,,+41 27 746 41 33,,,,,,,,,,,,,,,
7.14277747203674,46.0785161703512,hotel,Motel La Prairie,motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.16727924608032,46.1596833000227,yes,Relais de la Sarvaz,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.2336958729356,46.093995601114,yes,Pado,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.23368166106451,46.094219449921,yes,Le Concorde,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.29232495,46.18109595,yes,Hotel Edelweiss,hotel,591,Route de la Télécabine,1997,Haute-Nendaz,,http://www.edelweissnendaz.ch/,+41 27 565 93 93,restaurant,,,,,,,,,,,,,,burger,,outside,,,,,,,,,
7.29571519351968,46.1817554032768,yes,Mont-Rouge,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.29510414188055,46.1826420499423,yes,Mont-Fort Alpine Resort,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.31238055,46.2269713,yes,Pas de Cheville,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.3425522283992,46.1959357579665,yes,Chalet Royal,hotel,49,Route de Magrappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.34333804640481,46.1957807000958,yes,Magrappé,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.08958691386296,46.2552559498242,yes,Restaurant de l'Argentine,hotel,1,Chemin des Cerniés,1880,Bex,CH,,,restaurant,,,,,,,,,,,,,,french,,,,,,,,,,,
7.05634345684759,46.2928912499685,hotel,Écureuil,hotel,,,,,,https://www.hotel-ecureuil.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.05563024611955,46.2947654500267,hotel,,,,Place de la Gare,1884,Villars-sur-Ollon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.05550278214323,46.2954607000673,yes,Alpe Fleurie,hotel,148,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
7.05694454145864,46.2986129910883,yes,Eurotel Victoria,hotel,,Route des Layeux,,,,https://www.eurotel-victoria.ch/villars/,,,4,,yes,,villars@eurotel-victoria.ch,,no,,,,,,,,,,,,,,,,,,
7.07446424950932,46.3235470499938,yes,Hôtel du Lac de Bretaye,hotel,,,,,,,,,,,,,,,,+41 24 495 21 92 ,info@bretaye.ch,,http://www.bretaye.ch/,,,,,,,,,,,,,,
7.05129140871302,46.3619827422334,yes,Hôtel Restaurant Le cerf,hotel,5,Grand'Rue,1863,Le Sépey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.12726028736572,46.3558413207593,hotel,Mon Séjour,hotel,34,Route du Pillon,1864,Ormont-Dessus,CH,,,,,,,,,,,+41 24 492 14 08,,,http://www.hotel-mon-sejour.ch/index.html,,,,,,,,,,,,,,
7.13209256167003,46.3536340994781,yes,Auberge de l'Ours,hotel,4,Route de Vers l'Eglise,1864,Vers l'Église,CH,,,restaurant,,,wlan,,,,,,,,,,,,,,,,,,,,,,
7.1363698,46.3562968,yes,Hôtel Garni,hotel,7,Chemin de La Gottrausaz,1864,Vers l'Église,CH,,,,,,,,,,,,,,,,,,,,,,,Le Madrier,,,,,
7.14076389436209,46.3566669498896,yes,Hôtel du Pillon,hotel,,,1865,Ormont-Dessus,CH,https://www.hoteldupillon.ch/,+41 24 492 22 09,,2,,,,,,,,,,,,,,,,,,,,,,,,
7.15670158118784,46.3478563520999,yes,Les Sources,hotel,9,,1865,Ormont-Dessus,CH,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
7.15918836731542,46.3467058494471,hotel,,,9,,1865,Ormont-Dessus,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.15910183752401,46.3468608386555,hotel,,,,,1865,Ormont-Dessus,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.15775209923403,46.3492437317925,yes,,hotel,8,Route de la Gare,1865,Ormont-Dessus,CH,,,restaurant,,,wlan,,,,,,,,,,,regional,,,,,,Auberge de la Poste,,,,,
7.15845942230713,46.3494279128784,yes,,hotel,,Rue des Ormonts,1865,Ormont-Dessus,CH,,,,4,,,,,,,,,,,,,,,,,,,Hôtel de Diablerets,,,,,
7.15317171933722,46.3529274999585,yes,Les Lilas,hotel,125,Route du Pillon,1865,Ormont-Dessus,CH,,,restaurant,,,wlan,,,,,,,,,,,italian,,,,,,Les Lilas,,,,,
7.3357227,46.24922965,yes,Château de la Soie,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.35883180339862,46.2306042878328,yes,Hotel Elite Sion,hotel,"6, 6a, 8",Avenue du Midi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.31398530934448,46.3033017055113,yes,Auberge de Zanfleuron,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.26740891884716,46.387782660327,hotel,,,35,Gsteigstrasse,3785,Gsteig bei Gstaad,CH,,,,,1176,,,,,,,,,,,,,,,,,,,,,,,
7.26757864339713,46.3859638333516,hotel,,,,,,,,,,,,1182,,,,,,,,,,,,,,,,,,,,,,,
7.54397980804708,46.0660676893724,yes,Hôtel du Col d'Hérens,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.51370433146492,46.098669290217,yes,Hotel de la Sage,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.43798953596409,46.229982031777,yes,Maya Boutique Hotel,hotel,,,,,,,,,4,,yes,no,,,no,,,,,8,,,,,,,16,,,,,,
7.57179924538544,46.1741066968078,yes,Hotel Cristal,hotel,,,3961,Grimentz,CH,http://www.cristalhotel.ch/,,,3,,,,,,,,,,,,,,,,,,,,,,,,
7.57446064987099,46.1763405680463,yes,Alpina,hotel,,,,,,,,restaurant,3,,,,,,,,,,,,,,,,,,,,,,,,tile
7.57578861308252,46.1801303365345,yes,Hotel de Moiry,hotel,,,,,,,,restaurant,2,,,,,,,,,,,,,,,,,,,,,,,,tile
7.57631333923016,46.1805876498725,yes,Becs de Bosson,hotel,,,,,,,,restaurant,2,,,,,,,,,,,,,,,,,,,,,,,,tile
7.57637397284322,46.1809246852781,yes,A La Marenda,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tile
7.58570720505611,46.2157619813573,yes,Le Manoir,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.59506310484971,46.2217686999941,hotel,Hotel Bella Tola,hotel,,,,,,https://www.bellatola.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.59221955,46.2230292,hotel,Hotel Beausite,hotel,,,,,,http://www.lebeausite.ch/fr/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6176399,46.20828205,yes,Hôtel Weisshorn,hotel,,,,,,http://www.weisshorn.ch/,+41 27 475 11 06,restaurant,,2337,,,,,,,,,,,,,,,,,,,,,,,
7.6124571,46.2179436,yes,Gîte du Prilett,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.41515109674041,46.2537852291604,yes,Hôtel des Vignes,hotel,9,Rue du Pont,1958,Uvrier,,,+41 27 203 16 71,,,,,yes,,,,,,,,,,,,,,,,,,,,,
7.39830284416074,46.2970796039732,yes,Hotel des Masques,hotel,7,Route d'Anzère,1972,Anzère,,,,,,,wlan,,,Intersoc,yes,,,,,36,,,,no,,,,,,,,,
7.45319005994529,46.3054024499285,hotel,Crans-Sapins,hotel,48,Rue du Pas-de-l'Ours,3963,Crans-Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.46746978168828,46.3013343934811,yes,Grand Hôtel du Golf et Palace,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47056415051314,46.3043755693911,yes,Belmont,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.46952858814189,46.3070997066773,yes,Le Royal,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.45986864638773,46.3073974646771,hotel,Hostellerie du Pas-de-l'Ours,hotel,41,Rue du Pas-de-l'Ours,3963,Crans-Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.45986909125892,46.3073826457947,yes,Hostellerie du pas de l'Ours,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.46075072674462,46.3074573275737,hotel,L'Etrier,hotel,31,Rue du Pas-de-l'Ours,3963,Crans-Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.45981193913319,46.3124047904462,yes,Chalet Seven,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4682855050737,46.3076759999249,yes,Robinson,hotel,2,Rue du Pas-de-l'Ours,3963,Crans-Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47017317871317,46.3086388281496,yes,Le Green,hotel,10,Route du Rawyl,3963,Crans-Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.462509089211,46.3152650630413,yes,Le Crans,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.52328271818159,46.2534846929483,,Lodges Alpes et caetera,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5293717,46.25646545,yes,Hôtel des Mayens,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.4710381217803,46.3066303240667,yes,Guarda Golf,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47265073459723,46.3067373525868,yes,Elite,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47180963025806,46.3078630154295,yes,Splendide,hotel,23,Route de Fleurs-des-Champs,3963,Crans-Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47267905783476,46.3082234026107,yes,Art de Vivre,hotel,17,Route de Fleurs-des-Champs,3963,Crans-Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47305943047637,46.3083788149293,yes,Eldorado,hotel,15,Route de Fleurs-des-Champs,3963,Crans-Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47662982222585,46.3090091353987,yes,Lac,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47910968151445,46.3098458502469,yes,Parc,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.47733444597077,46.3120256500116,yes,Crans Ambassador,hotel,,,,,,https://www.cransambassador.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.48119104231897,46.3137288192593,yes,Valaisia,hotel,10-12,Route de Vermala,3963,Crans-Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.482485,46.3075002,yes,La Prairie,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.482485,46.3075002,yes,La Prairie,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.48354905734006,46.3102732631435,yes,Helvetia Intergolf,hotel,8,Route de la Moubra,3963,Montana,,http://www.helvetia-intergolf.ch/,+41 (0)27 485 88 88,,,,,yes,,Béatrice & Urs Benz-Stutz,,,,,,,,,,,,,,,,,,,
7.49709093996421,46.3165502556086,yes,Forêt,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.49944700853886,46.3156667498606,yes,Auberge la Diligence,hotel,56,,,,,,+41274859985,,,,,,,,,,,,,,,,,,,,,,,,,,
7.49944700853886,46.3156667498606,yes,Auberge de la Diligence,hotel,56,Route de la Combaz,,,,http://www.ladiligence.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5012521209673,46.3171490893468,yes,Mt-Paisible,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.53476435628799,46.2933061026876,yes,Hotel de la Poste,hotel,22,Rue du Bourg,3960,Sierre,CH,http://www.hotel-sierre.ch,+41 27 456 57 60,,,,,,info@hotel-sierre.ch,,,,,,,,,,,,,,,,,,,,
7.53915671483368,46.2815644671213,yes,Les Berges,hotel,,Rue de Bellerive,3965,Chippis,CH,,+41 27 452 21 00,,,,wlan,yes,lesberges@netplus.ch,,no,,,+41 27 452 21 29,,,,,,,,,,,,,,,
7.5386656,46.2847986,,Hôtel Promenade,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.54119663594908,46.2896431631936,yes,La Grotte,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.44150138771047,46.4004398989393,yes,Iffigenalp,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.65705176688771,46.3034381556244,yes,,hotel,,,,Susten,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,
7.69578320147338,46.2824125066446,yes,Emshorn,hotel,,,,,,,,,2,,,limited,,,,,,,,,,,,,,,,,,,,,
7.62768428300963,46.3745787421346,yes,Alfa Hotel,hotel,,,,Leukerbad,,,,,,1200,,limited,,,,,,,,,4,,,outside,,,,,,,,,
7.63038642756106,46.378583647326,yes,Lindner,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.62644102590989,46.3789280478361,,Hotel Römerhof,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.62723938499721,46.3794236571292,yes,Hotel Heilquelle,hotel,,,,Leukerbad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.62844959712312,46.3790967585165,yes,Hotel Dala,hotel,,Kurparkstrasse,,Leukerbad,,https://www.dala.ch/,,,,,,,,,,,,,,,,,,no,,,,,,,,,
7.62976444131785,46.3788612220154,yes,Hotel France,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6304033609368,46.3789904736679,yes,Hotel Maison Blanche,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.63033622300376,46.3802691194041,yes,Les Sources des Alpes,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.63261387868627,46.3843671868164,yes,Hotel Regina Terme,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.74452134931432,46.0103220332045,yes,Matthiol,hotel,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,
7.78355036502123,45.9834294415838,hotel,Kulmhotel Gornergrat,hotel,,,,,,https://gornergrat-kulm.ch/,+41 27 966 64 00,restaurant,,,,yes,,,,,,,,,,,,,,,,,,yes,,,
7.74888523913421,46.0157275997997,yes,Artist Apartments & Hotel Garni,hotel,9,Staldenweg,3920,Zermatt,,,+41 27 966 29 00,,,,,,,,,,,,,,,,,,,,,,,,,,
7.74836425453905,46.0176242663144,yes,Rhodania,hotel,71,Steinmattstrasse,3920,Zermatt,,https://www.rhodania-northwall.ch/,+41 27 966 34 10,,,,,,,,,,,,,,,,,,,,,,,,,,
7.74873661713046,46.0183504262069,yes,Julen,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.75020220649681,46.0188750051574,yes,Dufour,hotel,85,Riedstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.74683783983354,46.0200787677406,yes,Grand hotel Zermatterhof,hotel,55,Bahnhofstrasse,3920,Zermatt,,https://zermatterhof.ch/,,,4,,,limited,,,,,,,,,,,,,,,,,,,,,
7.74950178085885,46.0193446341306,yes,Hotel Daniela,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.74967070030477,46.0195887999989,yes,Aristella,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.75032293575165,46.0212533001427,yes,Hotel Perren,hotel,10,,3920,Zermatt,,https://hotel-perren.ch/,,,3,,,,,,,,,,,,,,,,,,,,,,,,
7.73818403520092,46.0224727004503,hotel,Edelweiss,,,,,,,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,
7.74830658416198,46.0229633000693,yes,Schweizerhof,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.75122062779827,46.0219903273429,yes,Admiral,hotel,"23, 25",Matterstrasse,3920,Zermatt,,www. hotel-admiral.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
