X,Y,tourism,name,website,phone,addr:city,addr:postcode,addr:street,addr:housenumber,email,operator,fax,fee,internet_access,caravans,stars,tents,addr:country,contact:phone,contact:website,wheelchair,internet_access:fee,capacity,area,contact:email,opening_hours,camp_site,access,alt_name,contact:fax,contact:mobile,ele,building
6.64973841226078,46.7849389607935,camp_site,Camping Yverdon Plage,https://www.camping-yverdon.ch/,+41 (0) 24 425 10 89,,,,,camping.yverdon@bluewin.ch,,+41 (0) 24 425 76 31,,wlan,,3,,,,,yes,,,,,,,,,,,,
6.63554898568471,46.8028551669507,camp_site,Camping Le Pécos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.66504510321927,46.8176091250157,camp_site,Camping de Belle-Rive,http://www.treyvaud.com/,+41(0)26 676 94 49,,,,,caravanes@treyvaud.com,,,,,,,,,,,,,,,,,,,,,,,
6.67303114827618,46.8208955254667,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.57549143509824,46.9062405084632,camp_site,Camping du Val-de- Travers,http://www.camping-val-de-travers.ch/,+41 32 861 42 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.71808824097546,46.8048945984663,camp_site,Camping VD 8 Pointe d'Yvonand,http://www.campings-ccyverdon.ch/index.php/vd8-yvonand,+41 (0)24 430 16 55,Yvonand,1462,Pointe d'Yvonand,,VD8@campings-ccyverdon.ch,,+41 (0)24 430 24 63,yes,,,,yes,,,,,,,,,,,,,,,,
6.73912232368497,46.8048872292806,camp_site,Camping de la Menthue,https://camping-yvonand.ch/,+41 24 430 18 18,Yvonand,1462,Chemin de la Plage,,,,,,,yes,,yes,,,,yes,,,,,,,,,,,,
6.72555403305005,46.8513949809131,camp_site,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
6.84653024540383,46.8557215178676,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.94458997348497,46.8104436688389,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.86338118126919,46.8607077765331,camp_site,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
6.90112125783618,46.8915123076384,camp_site,Camping de Chevroux,,,,,,,,,,,,,,,,+41 266671445,http://www.campingdechevroux.com/,,,,,info@campingdechevroux.com,,,,,,,,
6.93087563761166,46.9022817101862,camp_site,Village des chasseurs cueilleurs,https://www.village-lacustre.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.95350435725575,46.9207592564813,camp_site,La Nacelle,https://www.delley-portalban.ch/camping_accueil.html,,,,,,camping@delley-portalban.ch,,,,,,,,,,,,,,,,,camp_pitch,,,,,,
6.85067311771127,46.9396203174623,camp_site,Le Petit Cortaillod,,+41 32 841 40 31,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
6.76105534331555,47.0518559923027,camp_site,Camping La Belle Verte,http://www.labelleverte.ch/,,,,Montpugin,6,,,,,,,,,,,,,,,,,,,,,,,,
6.83688533244458,47.0941109627669,camp_site,Bois-Du-Couvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.87167320318778,46.9659447879466,camp_site,Paradis-Plage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.028252460868,46.9622673577114,camp_site,Camping communal de Cudrefin,http://www.camping-cudrefin.ch,+41 (0)26 677 32 77,Cudrefin,1588,Route de Neuchâtel,87,camping@cudrefin.ch,Commune Cudrefin,+41 (0)26 677 07 67,yes,,,,,,,,,,,,,,,,Camping communal de Cudrefin,,,,
7.02092794556811,47.0036965509415,camp_site,Camping La Tène,https://www.latene.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.02073958983905,47.0052840912761,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.02764917835272,47.0065762622285,camp_site,Naturistengelände Thielle - die neue zeit,http.//www.die-neue-zeit.ch,,Gampelen,3236,Rothausstrasse,105,,"Stiftung ""die neue zeit""",,yes,no,,,,,,,,,2000,,,,,customers,,,,,
6.89377782932197,47.1207622344345,camp_site,La Cibourg,http://www.centrelacibourg.ch,+41 32 968 39 37,Renan (BE),2616,Clermont,157,info@centrelacibourg.ch,Famille V. Stengel & fils,032 968 10 43,,,,,,,,,,,,,,,,,,,,,
7.01954561248189,47.2533048818815,camp_site,Camping communal Saignelégier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.12402368380344,46.4666543002233,camp_site,Le Berceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.08512185241488,46.5578330420434,camp_site,Camping Haute Gruyère,http://camping-gruyere.ch/,+41(0)26 921 22 60,Bas-Intyamon,1667,Chemin du Camping,18,camping.enney@bluewin.ch,Camping Enney AG,+41(0)26 921 22 60,,,,,,,,,,,,,,,,,,,,,
7.26539886558172,46.4867478761825,camp_site,Camping Saanen beim Kappeli,https://www.camping-saanen.ch/,+41 33 744 61 91,Saanen,3792,Campingstrasse,15,info@camping-saanen.ch,,,,,yes,,,,,,,,,,,,,,,,,,
7.3772809980523,46.5638209380552,camp_site,Fankhauser,https://www.camping-fankhauser.ch/,+41 33 722 13 56,,,,,info@camping-fankhauser.ch,,,yes,,,4,,,,,,,,,,,,,,,,,
7.37779111090769,46.5624959730955,camp_site,Vermeille,https://camping-vermeille.ch/,+41 33 722 19 40,,,,,info@camping-vermeille.ch,,,,,,4,,,,,,,,,,,,,,,,,
7.081311630855,46.5952311542661,camp_site,Les Sapins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.08666435506363,46.6744343637492,camp_site,Camping-Résidence du Lac,http://www.potentille.ch/de/N485/der-camping-lage-anreise.html,+41(0)26 915 21 62,,,,,info@potentille.ch,,,,,,3,,,,,,,,,,,,,,,,,
7.19738325546609,46.7381525478721,camp_site,Camping Le Mont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.27447817911369,46.6615737930342,camp_site,Camping Seeweid Schwarzsee,https://www.camping-schwarzsee.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.33749564476942,46.5924546958118,camp_site,Camping Jaunpass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.34024056446782,46.5931485609379,camp_site,Camping Jaunpass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.30044512235628,46.7522553775547,camp_site,Camping Füllmattli,http://www.camping-fuellmattli.ch,,,,,,info@camping-fuellmattli.ch,,,,,,,,,,,,,,,,,,,,,,,
7.44347048692317,46.4519343959634,camp_site,Seegarten,,,,,,,,,,,,,,,,+41 33 733 16 16,http://www.campingseegarten.ch/,,,,,info@campingseegarten.ch,,,,,,,,
7.47790310548201,46.4281003050136,camp_site,Hasenweide,https://www.camping-hasenweide.ch/,,Lenk im Simmental,3775,Hasenweide,1,,"Gebr. Zurbrügg, Maya Müller",,,,,,,,,,,,,,,,,,,,,,
7.48389136125999,46.5701196759703,camp_site,Eggmatte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.66478642586992,46.4845433214548,camp_site,,https://www.kisc.ch/,,,,,,,KISC,,,,no,,yes,,,,,,,,,,,,,,,,
7.66870417843701,46.4805727920533,camp_site,,https://www.kisc.ch/,,,,,,,KISC,,,,no,,yes,,,,,,,,,,,,,,,,
7.64179892054641,46.5819112183749,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.43132767456855,46.6543702211285,camp_site,Camping Arnist,http://www.campingarnist.ch,+41 33 783 16 83,,,,,,,+41 33 783 00 26,,,,,,,,,,,,,,,,,,,,,
7.47852833508313,46.6576418582223,camp_site,Dür's Bächli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.52061152769629,46.7453824673086,camp_site,Bad Blumenstein,http://www.bad-blumenstein.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.70010309629266,46.6535554633602,camp_site,Panorama,http://www.camping-aeschi.ch/kontakt/index.php,,Aeschi bei Spiez,3703,Scheidgasse,26,,,,,,,,,,,,,,,,,,,,,,,,
7.70968431028958,46.6653532654763,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.71802652058138,46.6580079045322,camp_site,Camping Stuhlegg,http://www.camping-stuhlegg.ch,+41 33 654 27 23,Krattigen,3704,Stueleggstrasse,7a,info@camping-stuhlegg.ch,,+41 33 654 67 03,,,,,,CH,,,,,,,,,,,,,,772,yes
7.62826682504436,46.7278741738143,camp_site,Camping TCS Gwatt,,,Gwatt,3645,Gwattstrasse,103,,TCS,,,,,,,,,,,,,,,,,,,,,,
7.04826818760884,46.8991414845045,camp_site,Camping Les Joncs,https://www.treyvaud.ch,+41 (0)26 676 94 49,Avenches,1580,Route de Salaveaux,2,caravanes@treyvaud.ch,Caravanes Treyvaud SA,,,,,,,,,,,,,,,,camp_pitch,,,,,,
7.04943874315088,46.904544302362,camp_site,Camping de la Plage,https://www.avenches.ch/de/campingportplage/camping,+41 (0)26 675 17 50,Avenches,1580,,,camping@avenches.ch,Commune Avenches,,,,,,,,,,,,,,,,,,,,,,
7.03399227556091,46.9129667204077,camp_site,TCS Camping Salavaux Plage,https://www.tcs.ch/de/reisen-camping/camping/angebote/salavaux-plage.php,+41 26 677 14 76,Vully-les-Lacs,1585,Chemin de la Plage,10,camping.salavaux@tcs.ch,Touring Club Schweiz (TCS),+41 26 677 37 44,,,,,,,,,,,,,,,,,,,,,
7.19001141493345,46.8784825486126,camp_site,Seepark Schiffenen,http://www.camping-schiffenen.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.33303957707805,46.8930772229385,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.09626439496554,46.9758488479502,camp_site,Camping des 3 Lacs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.11710814390946,46.9590328979051,camp_site,Praz Novy,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
7.04000732161347,47.0010526681546,camp_site,Fanel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.13354625212422,46.942434791129,camp_site,Camping Löwenberg,http://www.campingloewenberg.ch,+41 79 776 74 80,,,,,,,+41 26 670 56 55,,,,,,,,,,,,,,,,,,,,,
7.06985357930716,47.0520462902148,camp_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
