X,Y,tourism,name,addr:street,website,addr:postcode,addr:housenumber,addr:city,phone,addr:country,amenity,stars,wheelchair,internet_access,operator,email,internet_access:fee,contact:phone,contact:email,contact:website,rooms,contact:fax,fax,cuisine,opening_hours,smoking,toilets:wheelchair,alt_name,beds,wikidata,brand,outdoor_seating,ele,name:de,wheelchair:description
6.9777234,46.0834619,hotel,Beau Séjour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.977029,46.0836324,hotel,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9800817,46.0844233,hotel,Les Alpes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9942095,46.0581938,hotel,Auberge du Mont Blanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0013153,46.05797,hotel,Hôtel col de la Forclaz,,http://coldelaforclaz.ch,,,,+41 27 722 26 88,,,,,wlan,,colforclazhotel@bluewin.ch,no,,,,,,+41 27 723 18 07,,,,,,,,,,,,
7.0067856,46.1116857,hotel,Les mille étoiles,Place de la Télécabine,http://www.hotel-mille-etoiles.ch,1923,,,+41277611666,,,,,,,info@mille-étoile.ch,,,,,,,,,,,,,,,,,,,
7.021707,46.1282049,hotel,Hôtel Balance,,http://www.vegetarisches-hotel.ch,,,,+41 27 761 15 22,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
6.8665844,46.1754601,hotel,Beau Séjour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.86952,46.1778862,hotel,Suisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8703542,46.1787869,hotel,National,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8729199,46.1808553,hotel,des Alpes,,https://www.hotel-desalpes.ch,,,,+41 24 479 12 22,,,,,wlan,,hoteldesalpes@bluewin.ch,,,,,25,,+4124 479 12 23,,,,,,,,,,,,
6.8641213,46.2081681,hotel,Alpadze lou Kra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0263593,46.1654428,hotel,L'Oasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0181775,46.2037068,hotel,Hôtel des Bains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.004614,46.216978,hotel,Hotel Dent du Midi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0047752,46.2193529,hotel,Chambre d'hôtes - Maison de la Pierre,Grand-Rue,http://www.saint-maurice.ch/tourisme/maison-pierre-st-maurice-365.html,1890,54,Saint-Maurice,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0062545,46.2198185,hotel,Hôtellerie franciscaine,,,,,,,,,,,wlan,,,no,,,,,,,,,,,,,,,,,,
6.8252156,46.2568988,hotel,Le Stella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9582564,46.2379057,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9548231,46.2553071,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9559255,46.2557726,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0137494,46.2512094,hotel,Hôtel de Ville,,,,,,,,,,,,,,,,,,,,,,,,,,,Q29890542,,,,,
7.0097283,46.2525959,hotel,Le Cèdre,,,1880,24,Bex,,CH,,,,,,,,,,,,,,,,,,,,,,,,,
6.9691431,46.3180765,hotel,Hôtel du Nord,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
6.887949,46.3426201,hotel,Hôtel Edirol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.86096,46.3896641,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9240776,46.3972558,hotel,Hôtel du Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9249994,46.396848,hotel,Romantica,,,,,,,,restaurant,,,,,,,,,,,,,pizza,,,,,,,,,,,
6.9247367,46.3980183,hotel,Hôtel du Quai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9247902,46.3981074,hotel,Hôtel du Vieux Pêcheur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9613815,46.3297973,hotel,Auberge de la Couronne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0116806,46.345476,hotel,Résidence du Chamossaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0144691,46.3441664,hotel,Alpine Classic Hotel,,https://www.accorhotels.com/gb/hotel-6848-mercure-classic-hotel-leysin/index.shtml,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
7.0114875,46.3470609,hotel,Le Grand Chalet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0129436,46.3458392,hotel,Central Résidence,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
7.0988811,45.9323975,hotel,Auberge des Glaciers,,,1944,,La Fouly,+41 27 783 11 71,CH,restaurant,,,wlan,,,no,,,,,,+41 27 783 31 81,regional,,,,,,,,,,,
7.098488,45.9337692,hotel,Edelweiss,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.098682,45.9358046,hotel,Grand Hôtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.1126256,46.0311754,hotel,En Plein Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.1142824,46.0310275,hotel,Hôtel du Glacier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.184401,45.9932142,hotel,Hôtel du Grand Saint Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.1237841,46.0258084,hotel,Splendide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.1500374,46.053436,hotel,"Le Catogne, Gîte Restaurant",,,1937,,Orsières,+41 27 783 12 30,CH,restaurant,,,,,lecatogne.ch@netplus.ch,,+41 277831230,"lecatogne@netplus.ch;giteserge@netplus.ch",,,,+41 27 783 22 35,,,,,,,,,,,,
7.2093907,45.9480653,hotel,Hôtel du Vieux Moulin,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.210197,45.9561872,hotel,Bivouac Napoléon,,http://www.bivouac-napoleon.ch,,,,+41 277871242,,,,,wlan,,,no,,,,,,+41 277871253,,,,,,,,,,,,
7.3429133,46.0030283,hotel,Hôtel de Mauvoisin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.3079741,46.0331191,hotel,Hôtel du Grand Combin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4811312,46.0259913,hotel,Hôtel du Pigne,,https://www.hoteldupigne.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4855603,46.0302822,hotel,Hôtel-Restaurant de la Tsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,
7.0656305,46.0916409,hotel,Hôtel des trois couronnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0651612,46.0925682,hotel,Hôtel du Forum,Avenue du Grand Saint-Bernard,http://www.hotel-forum.ch,,72bis,,+41277221841,,,,,,,info@hotel-forum.ch,,,,,,,,,,,,,,,,,,,
7.0715855,46.0999316,hotel,Alpes & Rhône,Avenue du Grand Saint-Bernard,https://www.alpes-rhone.ch/,,11,,+41277221717,,,,,wlan,,info@alpes-rhone.ch,,,,,,,,,,,,,,,,,,,
7.0761861,46.1044535,hotel,Campanile Martigny,Rue du Léman,,1920,15,Martigny,,,,3,,,,,,,,,,,,,,,,,,,Campanile,,,,
7.1463482,46.0773695,hotel,Hotel de la Gare,Route de la Gare,,1933,28,Sembrancher,+41 27 785 30 05,CH,,,,,,cafe-de-la-gare@bluewin.ch,,,,,,,,,,,,,,,,,,,
7.1849325,46.1720614,hotel,Café de la Poste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.1960477,46.1739715,hotel,Hotel Bains de Saillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.17503,46.1986097,hotel,Hôtel des Bains d'Ovronnaz,Route des Bains,,1911,93,Ovronnaz,,,,4,,wlan,,,no,,,,,,,,,,,,,,,,,,
7.1809579,46.2063402,hotel,Hostellerie de l'Ardève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2130502,46.0813137,hotel,Le Giétroz,,http://www.hotel-gietroz.ch,,,,+41 27 776 11 84,,restaurant,,,,,,,,,,,,+41 27 775 11 85,,,,,,,,,,,,
7.2146048,46.0811291,hotel,L'Escale,Route de Verbier,https://www.restaurantlescale.ch/,1934,22,Vilette (Le Châble VS),+41 27 776 27 07,CH,restaurant,,,,,info@restaurantlescale.ch,,,,,,,+41 27 776 16 30,,,,,,,,,,,,
7.2187082,46.094311,hotel,Les Touristes,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.2286527,46.0952905,hotel,Vanessa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2285977,46.0953739,hotel,le Vanessa,Chemin de Vernes,,1936,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2261173,46.0961944,hotel,Experimental Chalet,,,,,,,,,,,,,,,+41 27 775 40 00,nevaihotel@kingsverbier.ch,www.hotelnevai.com,,,,,,,,,,,,,,,
7.2235534,46.0980726,hotel,La Cordée des Alpes,,,,,,,,,,,,,,,,,,,,,,,,,,,Q25455426,,,,,
7.2262904,46.0965933,hotel,Kings Parc,,,,,,,,,,,,,,,+41 27 775 20 10,info@kingsverbier.ch,www.kingsverbier.ch,,+41 27 775 20 34,,,,,,,,,,,,,
7.2282179,46.0959587,hotel,L'Ermitage,Carrefour Central,,1936,18,Verbier,,CH,,,,,,,,,,,,,,,,,,,,,,,,,
7.2286469,46.095939,hotel,De Verbier,,,,,,+41 27 775 21 21,,,3,,,,,,,,www.hotelverbier.ch,,,,,,,,,,,,,,,
7.2289008,46.09627,hotel,Hotel de Verbier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2278135,46.0967587,hotel,Phenix,Rue de la Poste,http://www.phenix-verbier.com,1936,4,Verbier,+41 27 771 68 44,CH,,,,,,hotel@phenix-verbier.com,,,,,,,+41 27 771 58 55,,,,,,,,,,,,
7.2330026,46.0926074,hotel,W Verbier,Rue de Médran,,1936,70,Verbier,,CH,,,,,,,,+41 27 472 88 88,,www.wverbier.com,,,,,,,,,,,,,,,
7.231397,46.0944291,hotel,Le Chalet de Flore,,,,,,,,,,,,,,,+41 27 775 33 44,,www.chalet-flore.ch,,,,,,,,,,,,,,,
7.2302027,46.0953615,hotel,Hotel de la Poste,rue de Médran,,1936,12,Verbier,,CH,,3,,,,,,+41 27 771 66 81,hoteldelaposte@verbier.ch,www.hotelposteverbier.ch,,+41 27 771 34 01,,,,,,,,,,,,,
7.2301114,46.0957301,hotel,La Rotonde,,,,,,,,,3,,wlan,,,,+41 27 771 65 25,,www.hotelrotonde.com,,+41 27 771 33 31,,,,,,,,,,,,,
7.231319,46.0953192,hotel,Les Chamois,,,,,,,,,,,,,,,+41 27 771 64 02,info@hotel-chamois.ch,www.hotel-chamois.ch,,+41 27 771 27 12,,,,,,,,,,,,,
7.2319529,46.095032,hotel,Mirabeau,,,,,,,,,3,,,,,,+41 27 771 63 35,,,,,,,,,,,,,,,,,
7.2295606,46.0959779,hotel,Le Farinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2295039,46.0962526,hotel,Central,,,,,,,,,,,,,,,+41 27 771 50 07,centralhotelverbier@gmail.com,www.verbiercentralhotel.com,,+41 27 771 50 11,,,,,,,,,,,,,
7.2294446,46.0966943,hotel,Bristol,,http://www.bristol-verbier.ch,,,,+41 27 771 65 77,,,3,,,,hotel.bristol@verbier.ch,,,,,,,+41 27 771 51 50,,,,,,,,,,,,
7.224199,46.1036123,hotel,Le Chalet d'Adrien,Route des Creux,http://www.chalet-adrien.com,1936,91,Verbier,+41 27 771 62 00,CH,restaurant,,,,,info@chalet-adrien.com,,,,,,,+41 27 771 62 24,,,,,,,,,,,,
7.2369037,46.104354,hotel,Chalet Les Attelas,,,,,,,,,,,,Verbier Exclusive,,,,,,,,,,,,,,,,,,,,
7.3163478,46.1365838,hotel,Hôtel de Siviez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2949707,46.1806015,hotel,Hôtel Le Déserteur,Route de la Télécabine,http://www.ledeserteur.ch/,1997,,Haute-Nendaz,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.3438692,46.1956259,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0978989,46.2571087,hotel,La Tsalounâ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0556903,46.2946477,hotel,Hôtel du Golf,Place de la Gare,http://www.hoteldugolf.ch,1884,,Villars-sur-Ollon,+41 24 496 38 38,,,,yes,,,,,,,,,,,,,,,,,,,,,,
7.0620242,46.293149,hotel,Chalet RoyAlp Hôtel & Spa,Route du Col-de-la-Croix,http://www.royalp.ch/,1884,,Villars-sur-Ollon,,,,5,,yes,,info@royalp.ch,no,,,,,,,,,outside,,,,,,,,,
7.0564406,46.2967936,hotel,Club méditerranée,Route des Hôtels,https://www.clubmed.fr/r/Villars--sur--Ollon/y?CMCID=SNN89080838730,,1884,,+41 24 496 22 22,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0832575,46.3325214,hotel,Hôtel du Lac des Chavonnes,,,,,,,,,,,,,,,+41 24 495 21 31,info@medou.ch,http://www.restaurant-lac-chavonnes.ch/fr/,,,,,,,,,,,,,,,
7.1584484,46.3471535,hotel,,,,1865,,Ormont-Dessus,,CH,,4,,,,,,,,,,,,,,,,,,,,,,,
7.1591833,46.3467813,hotel,Les Sources,,,1865,,Ormont-Dessus,,CH,,3,,,,,,,,,,,,,,,,,,,,,,,
7.1530407,46.3525523,hotel,Le Chamois,Route du Pillon,,1865,70,Les Diablerets,,,,3,,,,,,,,,,,,,,,,,,,,,,,
7.3174488,46.2484754,hotel,La Grande Maison,,,,,,,,restaurant,,,,,,,,,,,,,regional,,,,,,,,,,,
7.3633768,46.2317271,hotel,Hôtel du Rhône,Rue du Scex,,1950,10,Sion,+41 27 322 82 91,,,,no,,,,,,,,,,,,,,,,,,,,,,"Marches partout et lits beacoup trop hauts, accès chambres compliqué"
7.3817365,46.2309545,hotel,Hotel Ibis Sion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2672334,46.3852403,hotel,Bären,Gsteigstrasse,,3785,1,Gsteig bei Gstaad,,CH,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.2674024,46.3877639,hotel,Viktoria,Gsteigstrasse,,3785,35,Gsteig bei Gstaad,,CH,,,,,,,,,,,,,,,,,,,,,,,,,
7.2675607,46.3859341,hotel,Sanetsch,Gsteigstrasse,,3785,8,Gsteig bei Gstaad,,CH,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.3022411,46.3206097,hotel,Hôtel du Sanetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047,,
7.3372429,46.3934198,hotel,Bühlhaus Lauenensee,,,,,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,Couldn't​' verify the whole building but it is an old chalet with a lot of steps.
7.403195,46.0839549,hotel,Hôtel du barrage,,http://www.hotel-barrage.ch,,,,+41 27 281 13 22,,restaurant,,,,,,,,,,,,+41 27 281 37 54,,,,,,,,,,,,
7.5094858,46.0818116,hotel,Hôtel Garni Gais Logis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5108601,46.0810563,hotel,Hôtel des Alpes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5090517,46.0843262,hotel,Hôtel Les Mélezes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5093081,46.0826988,hotel,Hôtel Edelweiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.509219,46.0834124,hotel,Hôtel Veisivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4927628,46.1141569,hotel,Hôtel Eden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4938744,46.113759,hotel,Hôtel Hermitage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4960169,46.112617,hotel,Hôtel Garni Artzinol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4963819,46.1125698,hotel,Pension Evolène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4658287,46.1544804,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6280428,46.1318477,hotel,Les Bouquetins,,,,,,,,restaurant,3,,,,,,,,,,,,,,,,,,,,,,,
7.6260599,46.1356278,hotel,Le Besso,,,,,,,,restaurant,3,,,,,,,,,,,,,,,,,,,,,,,
7.6254788,46.1357868,hotel,Europe,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
7.6254837,46.1368052,hotel,Pointe de Zinal,,,,,,,,restaurant,2,,,,,,,,,,,,,,,,,,,,,,,
7.6263847,46.1360358,hotel,Le Trift,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
7.6261702,46.1361092,hotel,De la Poste,,,,,,,,restaurant,1,,,,,,,,,,,,,,,,,,,,,,,
7.6269418,46.1366327,hotel,"Intersoc Hotel ""Les Diablons""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.576998,46.1822609,hotel,Hotel la Cordée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7064587,46.2115885,hotel,Schwarzhorn,,http://www.hotelschwarzhorn.ch,,,,+41 27 932 14 14,,restaurant,,,,,hotelschwarzhorn@tele2.ch,,,,,,,+41 27 932 16 80,,,,,,,,,,,,
7.7087889,46.2157061,hotel,Waldesruh,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.46804,46.3015215,hotel,Grand Hôtel du Golf & Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5308664,46.2575372,hotel,Victoria,Place Centrale,,,5,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.4767998,46.31097,hotel,Auberge Lago Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4811529,46.3116417,hotel,"Le Mayen;Amadeus;Olympic",,,,,,,,"restaurant;bar",,,,,,,,,,,,,,,,,,,,,,,,
7.4811974,46.3123704,hotel,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4823707,46.3123825,hotel,Mirabeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.520849,46.2877747,hotel,Hôtel Atlantic,Route de Sion,http://www.hotelatlantic.ch/,3960,38,Sierre/Siders,,CH,,,,,,,,,,,,,,,,,,,,,,,,,
7.5325181,46.293125,hotel,Le Terminus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5978784,46.2515857,hotel,Le Plampras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5697651,46.311345,hotel,Arkanum,,https://hotelarkanum.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6344946,46.3173836,hotel,Krone,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
7.6329759,46.3187457,hotel,Pension - Restaurant Alpenrösli,,http://www.alpenroesli-leuk.ch/,3953,,Leuk Stadt,,,,,no,,,,,,,,,,,,,,,,,,,,,,
7.6234469,46.3607398,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6278424,46.375562,hotel,Le Bristol,Rathausstrasse,,3954,51,Leukerbad,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6257201,46.3771564,hotel,Hotel Viktoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6261324,46.3769966,hotel,Hotel Alpenblick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6276721,46.3763017,hotel,Astoria,Untere Maressenstrasse,,3954,26,Leukerbad,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6303049,46.3782454,hotel,Hotel Lindner / Maison Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6253833,46.3808222,hotel,Derby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6288236,46.3789551,hotel,Hotel Grichting,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
7.6298259,46.3793567,hotel,Hotel de la Croix Federale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6297935,46.3797308,hotel,Hotel Escher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6280476,46.3814344,hotel,Hotel Paradis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6252648,46.3830785,hotel,Restaurant Walliserstube Hotel Beau Sejour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6301626,46.3793045,hotel,Hotel Rössli,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
7.7420082,46.0133536,hotel,Kronig,,www.hotel-kronig-zermatt.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7430648,46.0114845,hotel,Hemizeus,Untere Tuftra,www.hemizeus.ch,3920,11,Zermatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7427022,46.012544,hotel,Mountain Paradise,Schluhmattstrasse,https://www.mountainparadise.ch/,3920,130,Zermatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7418026,46.0138879,hotel,Plateau Rosa,Schluhmattstrasse,www.przermatt.ch,3920,76,Zermatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7425865,46.0140009,hotel,Matterhorn FOCUS,Schluhmattstrasse,https://www.matterhorn-focus.ch/,3920,131,Zermatt,+41 27 967 20 45,CH,,4,yes,wlan,,info@matterhorn-focus.ch,,,,,,,,,,,,,,,,,,,
7.7418866,46.0144604,hotel,Zubriggen,,www.zurbriggen.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7430232,46.0135629,hotel,Hotel Bijou,Winkelmattenweg,,3920,52,Zermatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7432251,46.0147504,hotel,Berghof Hotel,Winkelmattenweg,https://www.berghof-zermatt.ch/,3920,18,Zermatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7428995,46.0151633,hotel,Juliana,Schluhmattstrasse,,3920,117,Zermatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7431803,46.0156695,hotel,Hotel Antares,,http://www.hotel-antares.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7434647,46.0164945,hotel,Alpenrose,Oberdorfstrasse,,,79,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
7.7434622,46.0167952,hotel,Cassa Vanessa,Oberdorfstrasse,www.casavanessa.ch,3920,130,Zermatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7440883,46.0173175,hotel,Alpenblick,Oberdorfstrasse,https://www.alpenblick-zermatt.ch/,3920,106,Zermatt,,,,3,,,,,,,,,,,,,,,,,,,,,,,
7.7440677,46.0189395,hotel,Hotel Sonne,Metzggasse,,,35,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
7.7437181,46.0193015,hotel,La Vue,Metzggasse,,3920,64,Zermatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7446796,46.0195538,hotel,Le Petit Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7455618,46.0169918,hotel,Firefly Hotel,Schluhmattstrasse,https://www.firefly-zermatt.ch/,3920,55,Zermatt,,,,,,,,,,,,,,,,,,,,,,,,,,,
